id,content_id,solution,rubric,autograde_rules
ex_content_375,content_375,Sample solution steps for Aptitude - verbal Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_376,content_376,Sample solution steps for Programming - web_dev Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_377,content_377,Sample solution steps for Programming - web_dev Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_378,content_378,Sample solution steps for Aptitude - logical_reasoning Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_379,content_379,Sample solution steps for Mathematics - calculus Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_380,content_380,Sample solution steps for Chemistry - organic Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_381,content_381,Sample solution steps for Communication - speaking Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_382,content_382,Sample solution steps for Mathematics - algebra Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_383,content_383,Sample solution steps for Chemistry - physical Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_384,content_384,Sample solution steps for Programming - data_structures Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_385,content_385,Sample solution steps for Communication - listening Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_386,content_386,Sample solution steps for Mathematics - probability Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_387,content_387,Sample solution steps for Mathematics - probability Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_388,content_388,Sample solution steps for Physics - thermodynamics Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_389,content_389,Sample solution steps for Chemistry - physical Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_390,content_390,Sample solution steps for Programming - data_structures Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_391,content_391,Sample solution steps for Physics - mechanics Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_392,content_392,Sample solution steps for Chemistry - physical Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_393,content_393,Sample solution steps for Aptitude - logical_reasoning Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_394,content_394,Sample solution steps for Chemistry - inorganic Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_395,content_395,Sample solution steps for Aptitude - verbal Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_396,content_396,Sample solution steps for Programming - python Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_397,content_397,Sample solution steps for Physics - thermodynamics Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_398,content_398,Sample solution steps for Physics - thermodynamics Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_399,content_399,Sample solution steps for Communication - speaking Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_400,content_400,Sample solution steps for Aptitude - verbal Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_401,content_401,Sample solution steps for Programming - web_dev Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_402,content_402,Sample solution steps for Communication - writing Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_403,content_403,Sample solution steps for Communication - speaking Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_404,content_404,Sample solution steps for Programming - web_dev Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_405,content_405,Sample solution steps for Mathematics - algebra Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_406,content_406,Sample solution steps for Communication - listening Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_407,content_407,Sample solution steps for Mathematics - probability Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_408,content_408,Sample solution steps for Physics - electricity Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_409,content_409,Sample solution steps for Chemistry - inorganic Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_410,content_410,Sample solution steps for Physics - thermodynamics Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_411,content_411,Sample solution steps for Communication - writing Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_412,content_412,Sample solution steps for Communication - speaking Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_413,content_413,Sample solution steps for Physics - electricity Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_414,content_414,Sample solution steps for Programming - data_structures Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_415,content_415,Sample solution steps for Communication - speaking Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_416,content_416,Sample solution steps for Mathematics - calculus Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_417,content_417,Sample solution steps for Chemistry - physical Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_418,content_418,Sample solution steps for Mathematics - probability Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_419,content_419,Sample solution steps for Communication - listening Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_420,content_420,Sample solution steps for Communication - writing Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_421,content_421,Sample solution steps for Mathematics - geometry Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_422,content_422,Sample solution steps for Physics - thermodynamics Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_423,content_423,Sample solution steps for Communication - speaking Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_424,content_424,Sample solution steps for Communication - speaking Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_425,content_425,Sample solution steps for Communication - writing Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_426,content_426,Sample solution steps for Physics - electricity Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_427,content_427,Sample solution steps for Mathematics - algebra Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_428,content_428,Sample solution steps for Chemistry - organic Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_429,content_429,Sample solution steps for Communication - listening Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_430,content_430,Sample solution steps for Aptitude - verbal Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_431,content_431,Sample solution steps for Communication - writing Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_432,content_432,Sample solution steps for Communication - writing Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_433,content_433,Sample solution steps for Physics - electricity Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_434,content_434,Sample solution steps for Programming - data_structures Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_435,content_435,Sample solution steps for Physics - mechanics Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_436,content_436,Sample solution steps for Programming - algorithms Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_437,content_437,Sample solution steps for Physics - mechanics Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_438,content_438,Sample solution steps for Mathematics - geometry Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_439,content_439,Sample solution steps for Aptitude - verbal Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_440,content_440,Sample solution steps for Communication - writing Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_441,content_441,Sample solution steps for Physics - thermodynamics Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_442,content_442,Sample solution steps for Physics - thermodynamics Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_443,content_443,Sample solution steps for Communication - writing Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_444,content_444,Sample solution steps for Programming - python Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_445,content_445,Sample solution steps for Communication - listening Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_446,content_446,Sample solution steps for Mathematics - calculus Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_447,content_447,Sample solution steps for Programming - web_dev Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_448,content_448,Sample solution steps for Communication - writing Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_449,content_449,Sample solution steps for Mathematics - algebra Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_450,content_450,Sample solution steps for Physics - mechanics Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_451,content_451,Sample solution steps for Aptitude - numerical Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_452,content_452,Sample solution steps for Aptitude - numerical Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_453,content_453,Sample solution steps for Programming - python Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_454,content_454,Sample solution steps for Aptitude - verbal Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_455,content_455,Sample solution steps for Mathematics - calculus Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_456,content_456,Sample solution steps for Physics - mechanics Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_457,content_457,Sample solution steps for Programming - python Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_458,content_458,Sample solution steps for Programming - data_structures Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_459,content_459,Sample solution steps for Mathematics - probability Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_460,content_460,Sample solution steps for Aptitude - verbal Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_461,content_461,Sample solution steps for Communication - listening Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_462,content_462,Sample solution steps for Physics - mechanics Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_463,content_463,Sample solution steps for Physics - thermodynamics Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_464,content_464,Sample solution steps for Programming - algorithms Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_465,content_465,Sample solution steps for Communication - speaking Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_466,content_466,Sample solution steps for Physics - thermodynamics Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_467,content_467,Sample solution steps for Mathematics - algebra Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_468,content_468,Sample solution steps for Chemistry - physical Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_469,content_469,Sample solution steps for Communication - listening Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_470,content_470,Sample solution steps for Programming - web_dev Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_471,content_471,Sample solution steps for Mathematics - probability Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_472,content_472,Sample solution steps for Chemistry - organic Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_473,content_473,Sample solution steps for Aptitude - verbal Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_474,content_474,Sample solution steps for Physics - thermodynamics Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_475,content_475,Sample solution steps for Mathematics - algebra Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_476,content_476,Sample solution steps for Programming - algorithms Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_477,content_477,Sample solution steps for Physics - mechanics Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_478,content_478,Sample solution steps for Communication - listening Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_479,content_479,Sample solution steps for Chemistry - organic Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_480,content_480,Sample solution steps for Chemistry - inorganic Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_481,content_481,Sample solution steps for Chemistry - organic Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_482,content_482,Sample solution steps for Mathematics - geometry Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_483,content_483,Sample solution steps for Mathematics - probability Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_484,content_484,Sample solution steps for Chemistry - inorganic Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_485,content_485,Sample solution steps for Aptitude - numerical Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_486,content_486,Sample solution steps for Physics - electricity Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_487,content_487,Sample solution steps for Communication - listening Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_488,content_488,Sample solution steps for Chemistry - physical Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_489,content_489,Sample solution steps for Communication - listening Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_490,content_490,Sample solution steps for Mathematics - probability Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_491,content_491,Sample solution steps for Aptitude - numerical Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_492,content_492,Sample solution steps for Mathematics - calculus Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_493,content_493,Sample solution steps for Programming - algorithms Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_494,content_494,Sample solution steps for Aptitude - logical_reasoning Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_495,content_495,Sample solution steps for Mathematics - geometry Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_496,content_496,Sample solution steps for Mathematics - algebra Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_497,content_497,Sample solution steps for Programming - algorithms Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_498,content_498,Sample solution steps for Mathematics - algebra Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_499,content_499,Sample solution steps for Communication - speaking Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_500,content_500,Sample solution steps for Aptitude - logical_reasoning Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
